"","CODIGO_ENTIDAD","NOMBRE","TIPO_GESTION","ESTADO_LICENCIAMIENTO","PERIODO_LICENCIAMIENTO","CODIGO_FILIAL","NOMBRE_FILIAL","DEPARTAMENTO_FILIAL","PROVINCIA_FILIAL","CODIGO_LOCAL","DEPARTAMENTO_LOCAL","PROVINCIA_LOCAL","DISTRITO_LOCAL","LATITUD_UBICACION","LONGITUD_UBICACION","TIPO_AUTORIZACION_LOCAL","DENOMINACION_PROGRAMA","TIPO_NIVEL_ACADEMICO","NIVEL_ACADEMICO","CODIGO_CLASE_PROGRAMA_N2","NOMBRE_CLASE_PROGRAMA_N2","TIPO_AUTORIZACION_PROGRAMA","TIPO_AUTORIZACION_PROGRAMA_LOCAL"
"13137","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13138","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13139","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13140","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13141","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13142","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13143","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13144","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13145","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13146","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13147","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13148","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13149","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13150","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13151","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13152","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13153","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13154","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13155","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13156","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13157","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13158","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13159","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13160","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13161","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13162","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13163","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13164","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13165","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13166","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13167","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13168","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13169","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13170","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13171","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13172","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13173","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13174","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13175","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13176","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13177","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13178","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13179","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13180","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13181","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13182","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13183","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13184","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13185","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13186","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13187","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13188","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13189","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13190","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13191","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13192","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13193","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13194","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13195","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13196","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13197","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13198","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13199","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13200","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13201","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13202","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13203","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13204","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13205","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13206","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13207","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13208","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13209","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13210","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13211","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13212","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13213","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13214","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13215","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13216","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13217","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13218","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13219","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13220","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13221","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13222","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13223","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13224","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13225","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13226","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13227","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13228","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13229","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13230","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13231","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13232","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13233","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13234","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13235","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13236","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13237","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13238","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13239","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13240","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13241","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13242","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13243","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13244","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13245","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13246","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13247","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13248","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13249","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13250","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13251","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13252","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13253","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13254","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13255","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13256","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13257","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13258","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13259","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13260","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13261","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13262","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13263","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13264","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13265","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13266","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13267","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13268","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13269","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13270","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13271","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13272","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13273","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13274","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13275","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13276","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13277","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13278","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13279","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13280","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13281","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13282","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13283","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13284","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13285","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13286","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13287","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13288","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13289","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13290","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13291","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13292","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13293","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13294","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13295","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13296","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13297","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13298","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13299","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13300","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13301","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13302","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13303","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13304","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13305","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13306","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13307","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13308","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13309","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13310","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13311","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13312","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13313","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13314","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13315","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13316","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13317","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13318","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13319","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13320","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13321","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13322","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13323","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13324","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13325","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13326","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13327","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13328","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13329","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13330","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13331","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13332","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13333","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13334","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13335","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13336","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13337","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13338","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13339","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13340","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13341","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13342","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13343","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13344","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13345","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13346","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13347","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13348","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13349","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13350","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13351","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13352","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13353","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13354","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13355","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13356","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13357","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13358","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13359","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13360","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13361","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13362","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13363","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13364","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13365","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13366","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13367","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13368","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13369","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13370","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13371","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
"13372","","","","",NA,"","","","","","","","",NA,NA,"","","","",NA,"","",""
